test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/springframework/data/redis/listener/KeyExpirationEventMessageListenerUnitTests.java,322cfabb17eb93c492dce96cf0ea5134948d61a6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,0.0,1.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,83.0,17.0,48.0,33.0,14.0,21.0,33.0,38.0,28.0,10.0,1.0,1.0,1.0,1.0,0.0,0.44,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveZSetCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,1.0,1.0,1.0,1.0,10.0,2.0,8.0,0.0,1.0,0.0,0.0,41.0,41.0,41.0,0.0,41.0,0.0,0.0,0.0,41.0,547.0,134.0,391.0,95.0,254.0,102.0,188.0,230.0,54.0,176.0,1.0,1.0,1.0,1.0,0.0,0.26,41.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveSetCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,0.0,1.0,0.0,0.0,24.0,24.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0,264.0,72.0,171.0,58.0,89.0,60.0,76.0,100.0,35.0,65.0,1.0,1.0,1.0,1.0,0.0,0.35,24.0,24.0,24.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,17.0,0.0,0.0,0.0,0.0,1.0,0.7920151415834753,0.6180437768640242,0.22308393177015906,14.735754251763188,1.0,1.0,1.0,1.0,9.0,2.0,7.0,0.0,1.0,1.0,2.0,20.0,20.0,17.0,0.0,18.0,0.0,0.0,0.0,18.0,276.0,68.0,187.0,93.0,93.0,36.0,103.0,125.0,68.0,57.0,1.0,1.0,1.0,1.0,0.0,0.18802535439609883,21.0,21.0,21.0,20.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/springframework/data/redis/connection/lettuce/LettuceConnectionFactoryTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,1.0,1.0,1.0,1.0,13.0,2.0,10.0,0.0,1.0,1.0,0.0,28.0,28.0,26.0,2.0,27.0,0.0,0.0,0.0,27.0,505.0,101.0,369.0,155.0,238.0,45.0,230.0,270.0,109.0,161.0,2.0,2.0,2.0,1.0,1.0,0.12,35.0,35.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveRedisConnectionUnitTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.043,0.0,1.0,1.0,1.0,1.0,7.0,2.0,5.0,0.0,1.0,0.0,0.0,17.0,17.0,12.0,2.0,12.0,0.0,0.0,0.0,12.0,198.0,59.0,119.0,66.0,58.0,31.0,73.0,86.0,47.0,39.0,1.0,1.0,1.0,1.0,0.0,0.26,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveHashCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,0.0,1.0,0.0,9.0,23.0,23.0,21.0,0.0,21.0,0.0,0.0,0.0,21.0,277.0,70.0,186.0,68.0,109.0,52.0,94.0,116.0,47.0,69.0,1.0,1.0,1.0,1.0,0.0,0.28,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,819.0,13.0,13.0,13.0,13.0,1.0,0.02197802197802198,2.6712245820914515,1.963841534504033,3.1350256341764715,1.0,1.0,1.0,1.0,10.0,1.0,9.0,0.0,13.0,2.0,0.0,79.0,79.0,61.0,3.0,63.0,0.0,1.0,0.0,62.0,833.0,144.0,654.0,295.0,440.0,48.0,419.0,488.0,232.0,256.0,2.0,2.0,3.0,1.0,1.0,0.07,85.0,85.0,94.0,79.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/springframework/data/redis/connection/lettuce/LettuceReactiveListCommandTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,1.0,1.0,1.0,1.0,8.0,2.0,6.0,0.0,1.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,312.0,87.0,205.0,84.0,106.0,51.0,105.0,131.0,56.0,75.0,1.0,1.0,1.0,1.0,0.0,0.25,25.0,25.0,25.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1710.0,37.0,45.0,45.0,45.0,1.0,0.02631578947368421,1.332493814434984,1.3603914186134614,6.5762251312449855,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,46.0,5.0,15.0,8.0,4.0,26.0,7.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.73,3.0,3.0,3.0,3.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0007308209649807298,6.995466819063868,1.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,66.0,13.0,33.0,21.0,10.0,21.0,20.0,24.0,17.0,7.0,1.0,1.0,1.0,1.0,0.0,0.64,4.0,4.0,4.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01056419292116807,0.016366098794426288,6.796960808987403,1.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,66.0,13.0,33.0,21.0,10.0,21.0,20.0,24.0,17.0,7.0,1.0,1.0,1.0,1.0,0.0,0.64,4.0,4.0,4.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/springframework/data/redis/connection/lettuce/LettuceReactiveServerCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,0.0,0.0,25.0,25.0,16.0,0.0,16.0,0.0,0.0,0.0,16.0,223.0,49.0,154.0,44.0,90.0,64.0,49.0,72.0,25.0,47.0,2.0,2.0,2.0,1.0,2.0,0.42,30.0,30.0,30.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1710.0,24.0,24.0,45.0,45.0,1.0,0.02631578947368421,1.2696251895537198,1.3790088879527744,5.005367628251765,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,46.0,5.0,15.0,8.0,4.0,26.0,7.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.73,3.0,3.0,3.0,3.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/springframework/data/redis/connection/lettuce/LettuceReactiveScriptingCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,1.0,1.0,1.0,1.0,10.0,2.0,8.0,1.0,1.0,1.0,0.0,12.0,12.0,10.0,0.0,11.0,0.0,1.0,0.0,10.0,182.0,44.0,119.0,49.0,69.0,52.0,52.0,65.0,38.0,27.0,2.0,2.0,2.0,1.0,1.0,0.44,13.0,13.0,13.0,12.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveStringCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,1.0,1.0,1.0,1.0,9.0,2.0,7.0,1.0,1.0,0.0,0.0,39.0,39.0,38.0,0.0,38.0,0.0,0.0,0.0,38.0,512.0,136.0,356.0,133.0,203.0,108.0,153.0,192.0,90.0,102.0,1.0,1.0,1.0,1.0,0.0,0.3,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.010519163778517566,0.016038327557035135,6.847370735844829,1.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,66.0,13.0,33.0,21.0,10.0,21.0,20.0,24.0,17.0,7.0,1.0,1.0,1.0,1.0,0.0,0.64,4.0,4.0,4.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1710.0,0.0,36.0,45.0,45.0,1.0,0.02631578947368421,1.3554837314799664,1.3351675140159693,21.22754869432001,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,46.0,5.0,15.0,8.0,4.0,26.0,7.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.73,3.0,3.0,3.0,3.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/springframework/data/redis/connection/lettuce/LettuceReactiveGeoCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916,0.0,1.0,1.0,1.0,1.0,9.0,1.0,8.0,0.0,1.0,0.0,9.0,18.0,18.0,14.0,0.0,14.0,0.0,0.0,0.0,14.0,251.0,54.0,179.0,64.0,116.0,48.0,88.0,103.0,45.0,58.0,1.0,1.0,1.0,1.0,0.0,0.27,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1.0,0.0,0.0,0.0,0.0,1.0,0.5554947346067405,0.00011098946921348108,8.798537223194177,0.08347865455665562,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,86.0,16.0,49.0,29.0,18.0,21.0,36.0,41.0,26.0,15.0,1.0,1.0,1.0,1.0,0.0,0.42663747261123547,4.0,4.0,4.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.002824874813952362,0.005108908820294347,6.32427778054369,1.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,66.0,13.0,33.0,21.0,10.0,21.0,20.0,24.0,17.0,7.0,1.0,1.0,1.0,1.0,0.0,0.64,4.0,4.0,4.0,4.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/springframework/data/redis/connection/lettuce/LettuceReactiveHyperLogLogCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,1.0,1.0,1.0,1.0,8.0,2.0,5.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,82.0,21.0,42.0,18.0,18.0,24.0,22.0,28.0,13.0,15.0,1.0,1.0,1.0,1.0,0.0,0.57,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveKeyCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,1.0,1.0,1.0,1.0,8.0,2.0,6.0,0.0,1.0,0.0,0.0,39.0,39.0,35.0,1.0,35.0,0.0,0.0,0.0,35.0,439.0,119.0,299.0,114.0,164.0,90.0,140.0,176.0,71.0,105.0,1.0,1.0,1.0,1.0,0.0,0.3,39.0,39.0,39.0,39.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
SMOTE,3a7d87111941c19b6b7805f9f2ba1d93f343827f,1710.0,16.0,16.0,16.0,16.0,1.0,0.02631578947368421,1.2461267182500322,1.3572006396151903,24.533466414648053,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,46.0,5.0,15.0,8.0,4.0,26.0,7.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.73,3.0,3.0,3.0,3.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
org/springframework/data/redis/connection/lettuce/LettuceReactiveNumberCommandsTests.java,3a7d87111941c19b6b7805f9f2ba1d93f343827f,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,64.0,13.0,33.0,18.0,8.0,24.0,13.0,20.0,12.0,8.0,1.0,1.0,1.0,1.0,0.0,0.73,6.0,6.0,6.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
