test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
jsprit/core/algorithm/InitialRoutesTest.java,349364dce66e1abe98888a7855e08de286cfef6b,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,1.0,1.0,1.0,1.0,11.0,2.0,9.0,0.0,1.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,5.0,0.0,15.0,320.0,74.0,230.0,132.0,140.0,16.0,143.0,184.0,120.0,64.0,5.0,5.0,5.0,1.0,4.0,0.07,33.0,33.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jsprit/core/algorithm/selector/SelectRandomlyTest.java,349364dce66e1abe98888a7855e08de286cfef6b,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,1.0,1.0,1.0,1.0,13.0,3.0,9.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,81.0,20.0,45.0,28.0,23.0,16.0,34.0,38.0,25.0,13.0,1.0,1.0,1.0,1.0,0.0,0.36,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,349364dce66e1abe98888a7855e08de286cfef6b,160.0,12.0,12.0,12.0,12.0,1.0,0.075,0.2911382158968396,0.3617041553778514,0.38333333333333336,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,160.0,0.0,0.0,323.0,321.0,323.0,6.0,323.0,0.0,2.0,0.0,321.0,2467.0,275.0,2149.0,959.0,1447.0,43.0,938.0,1277.0,783.0,494.0,8.0,8.0,8.0,1.0,4.0,0.02,338.0,338.0,338.0,323.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
jsprit/core/algorithm/acceptor/SchrimpfAcceptanceTest.java,349364dce66e1abe98888a7855e08de286cfef6b,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,1.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,1.0,1.0,0.0,14.0,14.0,13.0,2.0,14.0,0.0,0.0,1.0,13.0,152.0,22.0,94.0,48.0,36.0,36.0,50.0,65.0,34.0,31.0,1.0,1.0,1.0,1.0,0.0,0.38,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jsprit/core/algorithm/recreate/TestMixedServiceAndShipmentsProblemOnRouteLevel.java,349364dce66e1abe98888a7855e08de286cfef6b,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,1.0,1.0,1.0,1.0,56.0,12.0,28.0,16.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,159.0,36.0,72.0,53.0,50.0,51.0,60.0,63.0,49.0,14.0,1.0,1.0,1.0,1.0,0.0,0.71,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
jsprit/core/algorithm/selector/SelectRandomlyTest.java,657f85e89690550bc82aaf38fb467a906816699d,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.018000000000000002,2.033333333333333,1.0,1.0,1.0,1.0,13.0,3.0,9.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,81.0,20.0,45.0,28.0,23.0,16.0,34.0,38.0,25.0,13.0,1.0,1.0,1.0,1.0,0.0,0.36,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jsprit/core/algorithm/InitialRoutesTest.java,657f85e89690550bc82aaf38fb467a906816699d,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.152,2.033333333333333,1.0,1.0,1.0,1.0,11.0,2.0,9.0,0.0,1.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,5.0,0.0,15.0,320.0,74.0,230.0,132.0,140.0,16.0,143.0,184.0,120.0,64.0,5.0,5.0,5.0,1.0,4.0,0.07,33.0,33.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,657f85e89690550bc82aaf38fb467a906816699d,3.0,1.0,1.0,1.0,1.0,1.0,0.333333333,0.01672495330583946,0.01672495330583946,0.3666666666666665,1.0,1.0,1.0,1.0,18.0,4.0,14.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,79.0,18.0,58.0,44.0,37.0,3.0,36.0,40.0,33.0,7.0,1.0,1.0,1.0,1.0,0.0,0.05,3.0,3.0,3.0,3.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
SMOTE,657f85e89690550bc82aaf38fb467a906816699d,7.0,3.0,3.0,3.0,3.0,1.0,0.428571429,0.0,0.001,0.3666666666666665,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,8.0,8.0,2.0,8.0,0.0,0.0,0.0,8.0,88.0,15.0,57.0,27.0,22.0,16.0,29.0,38.0,19.0,19.0,1.0,1.0,1.0,1.0,0.0,0.28,8.0,8.0,8.0,8.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
jsprit/core/problem/io/VrpXMLReaderTest.java,657f85e89690550bc82aaf38fb467a906816699d,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35100000000000003,0.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,63.0,63.0,63.0,1.0,63.0,0.0,2.0,0.0,61.0,644.0,73.0,548.0,316.0,335.0,24.0,353.0,429.0,259.0,170.0,3.0,3.0,3.0,3.0,2.0,0.04,71.0,71.0,71.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jsprit/core/algorithm/io/TestAlgorithmReader.java,657f85e89690550bc82aaf38fb467a906816699d,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.46,2.066666666666667,1.0,1.0,1.0,1.0,10.0,1.0,7.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,4.0,23.0,0.0,0.0,0.0,23.0,298.0,69.0,206.0,118.0,114.0,23.0,129.0,154.0,110.0,44.0,2.0,2.0,2.0,1.0,1.0,0.11,24.0,24.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,657f85e89690550bc82aaf38fb467a906816699d,5.0,4.0,4.0,4.0,4.0,1.0,0.8,0.004020353284966117,0.008918586860135535,0.38333333333333336,1.0,1.0,1.0,1.0,14.0,0.0,13.0,0.0,8.0,0.0,0.0,13.0,13.0,13.0,7.0,13.0,0.0,0.0,0.0,13.0,230.0,27.0,180.0,87.0,112.0,23.0,117.0,136.0,83.0,53.0,2.0,2.0,2.0,1.0,1.0,0.13,18.0,18.0,18.0,13.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
jsprit/core/problem/io/VrpXMLWriterTest.java,657f85e89690550bc82aaf38fb467a906816699d,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.0,1.0,1.0,1.0,1.0,20.0,4.0,16.0,0.0,1.0,0.0,0.0,43.0,43.0,43.0,1.0,43.0,0.0,2.0,0.0,41.0,1025.0,241.0,768.0,447.0,615.0,17.0,541.0,591.0,373.0,218.0,3.0,3.0,3.0,3.0,2.0,0.02,47.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,657f85e89690550bc82aaf38fb467a906816699d,7.0,7.0,7.0,7.0,7.0,1.0,1.0,0.004730403910346403,0.004910134636782134,0.3666666666666665,1.0,1.0,1.0,1.0,11.0,0.0,10.0,0.0,3.0,0.0,0.0,10.0,10.0,10.0,4.0,10.0,0.0,0.0,0.0,10.0,190.0,25.0,144.0,105.0,80.0,21.0,107.0,118.0,96.0,22.0,1.0,1.0,1.0,1.0,0.0,0.15,10.0,10.0,10.0,10.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
jsprit/instance/reader/GoldenReaderTest.java,657f85e89690550bc82aaf38fb467a906816699d,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,2.0,2.0,2.0,1.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,22.0,22.0,22.0,0.0,22.0,0.0,2.0,0.0,20.0,323.0,31.0,276.0,112.0,171.0,16.0,130.0,198.0,107.0,91.0,4.0,4.0,4.0,3.0,2.0,0.06,52.0,52.0,52.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jsprit/core/problem/vehicle/TestVehicleFleetManagerImpl.java,657f85e89690550bc82aaf38fb467a906816699d,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,15.0,15.0,15.0,3.0,15.0,0.0,1.0,0.0,14.0,215.0,31.0,167.0,103.0,106.0,17.0,101.0,121.0,76.0,45.0,3.0,3.0,3.0,3.0,2.0,0.1,18.0,18.0,18.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
jsprit/core/algorithm/state/UpdateVehicleDependentTimeWindowTest.java,657f85e89690550bc82aaf38fb467a906816699d,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5329999999999999,0.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,3.0,0.0,0.0,15.0,15.0,15.0,9.0,15.0,0.0,0.0,0.0,15.0,184.0,49.0,132.0,61.0,63.0,3.0,72.0,88.0,50.0,38.0,1.0,1.0,1.0,1.0,0.0,0.02,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMOTE,657f85e89690550bc82aaf38fb467a906816699d,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.008531512775815597,0.007531512775815596,0.38333333333333336,1.0,1.0,1.0,1.0,8.0,1.0,7.0,0.0,2.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,104.0,22.0,64.0,41.0,23.0,18.0,45.0,51.0,38.0,13.0,1.0,1.0,1.0,1.0,0.0,0.28,5.0,5.0,5.0,5.0,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE,SMOTE
