Id;Name;Duration;CalcPrio;LastRun;LastResults;Verdict;Cycle
209;112477;19658;0;2016-01-19 15:11:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
210;112478;8620;0;2016-01-19 15:13:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
211;112479;38936;0;2016-01-19 15:17:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
212;112480;11597;0;2016-01-19 15:21:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
213;112481;43986;0;2016-01-19 15:25:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
214;112482;15059;0;2016-01-19 15:27:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
215;112483;45698;0;2016-01-19 15:30:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
216;112484;42900;0;2016-01-19 15:34:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
217;112485;11252;0;2016-01-19 15:37:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
218;112486;2355;0;2016-01-19 15:43:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
219;112487;15614;0;2016-01-19 15:45:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
220;112488;42004;0;2016-01-19 15:48:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
221;112489;41863;0;2016-01-19 15:51:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
222;112490;18615;0;2016-01-19 15:53:00;[0, 0, 0, 0, 0, 0, 0, 0];0;9
223;112491;6562;0;2016-01-19 15:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
224;112492;42023;0;2016-01-19 16:02:00;[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1];0;9
225;112175;39050;0;2016-01-19 23:01:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
226;112180;1000;0;2016-01-19 23:03:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;9
227;112284;47131;0;2016-01-19 23:05:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
228;112289;39057;0;2016-01-19 23:07:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
229;112433;45758;0;2016-01-19 23:09:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;9
230;112461;24265;0;2016-01-19 23:12:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
231;112464;46944;0;2016-01-19 23:15:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
232;112471;45700;0;2016-01-19 23:20:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
233;112472;21643;0;2016-01-19 23:23:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
234;112473;45545;0;2016-01-19 23:27:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
235;112477;19658;0;2016-01-19 23:31:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
236;112478;8620;0;2016-01-19 23:33:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
237;112479;38936;0;2016-01-19 23:37:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
238;112480;11597;0;2016-01-19 23:40:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
239;112481;43986;0;2016-01-19 23:45:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
240;112482;15059;0;2016-01-19 23:47:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
241;112483;45698;0;2016-01-19 23:50:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
242;112484;42900;0;2016-01-19 23:53:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
243;112485;11252;0;2016-01-19 23:56:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
244;112486;2355;0;2016-01-20 00:01:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
245;112487;15614;0;2016-01-20 00:04:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
246;112488;42004;0;2016-01-20 00:06:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
247;112489;41863;0;2016-01-20 00:10:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
248;112490;18615;0;2016-01-20 00:12:00;[0, 0, 0, 0, 0, 0, 0, 0, 0];0;9
249;112491;6562;0;2016-01-20 00:17:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
250;112492;42023;0;2016-01-20 00:21:00;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1];0;10
251;113234;41606;0;2016-01-20 16:06:00;[1];1;10
252;112489;41863;0;2016-01-20 16:23:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
253;113234;41606;0;2016-01-20 16:38:00;[1, 1];1;10
254;113234;41606;0;2016-01-20 16:40:00;[1, 1, 1];1;10
255;113234;41606;0;2016-01-20 16:59:00;[1, 1, 1, 1];1;10
256;112175;39050;0;2016-01-20 23:01:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
257;112180;1000;0;2016-01-20 23:03:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;10
258;112284;47131;0;2016-01-20 23:06:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
259;112289;39057;0;2016-01-20 23:08:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
260;112433;45758;0;2016-01-20 23:10:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;10
261;112461;24265;0;2016-01-20 23:14:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
262;112464;46944;0;2016-01-20 23:17:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
263;112471;45700;0;2016-01-20 23:21:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
264;112472;21643;0;2016-01-20 23:24:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
265;112473;45545;0;2016-01-20 23:28:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
266;112477;19658;0;2016-01-20 23:32:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
267;112478;8620;0;2016-01-20 23:34:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
268;112479;38936;0;2016-01-20 23:38:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
269;112480;11597;0;2016-01-20 23:41:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
270;112481;43986;0;2016-01-20 23:46:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
271;112482;15059;0;2016-01-20 23:49:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
272;112483;45698;0;2016-01-20 23:52:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
273;112484;42900;0;2016-01-20 23:55:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
274;112485;11252;0;2016-01-20 23:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
275;112486;2355;0;2016-01-21 00:03:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
276;112487;15614;0;2016-01-21 00:06:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
277;112488;42004;0;2016-01-21 00:08:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
278;112489;41863;0;2016-01-21 00:11:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;10
279;112490;18615;0;2016-01-21 00:13:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
280;112491;6562;0;2016-01-21 00:18:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
281;112492;42023;0;2016-01-21 00:23:00;[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1];0;11
282;113234;41606;0;2016-01-21 00:38:00;[1, 1, 1, 1, 1];1;11
283;113234;41606;0;2016-01-21 11:44:00;[1, 1, 1, 1, 1, 1];0;11
284;113352;32818;0;2016-01-21 16:23:00;[1];0;11
285;112433;45758;0;2016-01-21 19:20:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;11
286;112175;39050;0;2016-01-21 19:28:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
287;112180;1000;0;2016-01-21 19:29:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];1;11
288;112284;47131;0;2016-01-21 19:33:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
289;112289;39057;0;2016-01-21 19:34:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
290;112433;45758;0;2016-01-21 19:36:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1];0;11
291;112461;24265;0;2016-01-21 19:39:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
292;112464;46944;0;2016-01-21 19:42:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
293;112471;45700;0;2016-01-21 19:46:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
294;112472;21643;0;2016-01-21 19:49:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
295;112473;45545;0;2016-01-21 19:53:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
296;112477;19658;0;2016-01-21 19:56:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
297;112478;8620;0;2016-01-21 19:58:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
298;112479;38936;0;2016-01-21 20:02:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
299;112480;11597;0;2016-01-21 20:06:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
300;112481;43986;0;2016-01-21 20:11:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
301;112482;15059;0;2016-01-21 20:13:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
302;112483;45698;0;2016-01-21 20:17:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
303;112484;42900;0;2016-01-21 20:20:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
304;112485;11252;0;2016-01-21 20:22:00;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0;11
