test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A,A_WITH_TIME,B,B_WITH_TIME,C,C_WITH_TIME,D,new_test_target_flag
org/apache/commons/io/IOUtilsTestCase.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,68,0,0,0,0,0,0.0,0.0,0.115,0.0,1,1,1,1,13,0,11,1,5,0,2,78,78,78,3,78,0,3,0,75,1198,143,936,266,662,119,559,699,263,436,4,4,4,1,2,0.13,102,102,102,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
org/apache/commons/io/output/FileWriterWithEncodingTest.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,6,0,0,0,0,0,0.0,0.0,0.031,0.0,2,2,2,1,17,1,16,1,1,0,0,9,9,9,4,9,0,0,0,9,221,24,165,41,114,35,104,127,40,87,5,5,5,1,3,0.21,19,19,19,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/FileUtilsWaitForTestCase.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,1,0,0,0,0,0,0.0,0.0,5.492000000000001,0.0,1,1,1,1,3,0,3,0,1,0,0,4,4,4,0,4,0,0,2,2,55,8,20,10,5,27,8,13,8,5,1,1,1,1,0,1.35,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
org/apache/commons/io/FileUtilsCleanSymlinksTestCase.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,7,0,0,0,0,0,0.0,0.0,0.10099999999999999,0.0,1,1,1,1,17,4,12,1,1,0,0,11,11,11,1,11,0,1,2,8,243,63,146,46,107,35,106,125,44,81,2,2,2,1,1,0.24,18,18,18,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
org/apache/commons/io/LineIteratorTestCase.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,16,0,0,0,0,0,0.0,0.0,0.04,0.0,1,1,1,1,14,1,10,2,3,0,0,27,27,27,0,27,0,6,3,18,471,56,314,120,194,101,162,218,103,115,6,6,6,1,3,0.32,49,49,49,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/filefilter/RegexFileFilterTestCase.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,1,0,0,0,0,0,0.0,0.0,0.009000000000000001,0.0,2,2,2,1,16,1,13,1,1,0,0,5,5,5,0,5,0,0,0,5,118,18,75,15,50,25,40,52,13,39,5,5,5,1,1,0.33,11,11,12,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/FileCleaningTrackerTestCase.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,9,0,0,0,0,0,0.0,0.0,4.087,0.0,1,1,2,1,16,2,13,1,1,0,0,16,16,16,2,16,0,3,3,10,322,54,230,43,170,43,160,190,42,148,5,5,6,1,3,0.19,29,29,32,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
org/apache/commons/io/FilenameUtilsTestCase.java,8d0e9d6cdb87188005ebc9fe839e0159031b832e,30,0,0,0,0,0,0.0,0.0,0.069,0.0,1,1,1,1,26,2,23,2,1,0,2,33,33,33,4,33,0,0,2,31,957,106,802,48,718,120,720,758,46,712,4,4,4,1,1,0.15,37,37,37,33,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/input/ClassLoaderObjectInputStreamTest.java,f9e08f8eed413e17c5d7655c686e7f4019779950,6,0,0,0,0,0,0.0,0.0,0.055,0.0,1,1,1,1,9,1,7,0,3,0,1,13,11,13,6,13,1,1,0,11,185,40,120,70,73,25,78,94,62,32,2,2,2,1,1,0.21,15,15,15,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/output/TaggedOutputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,3,0,0,0,0,0,0.0,0.0,0.012,0.0,4,4,4,1,29,2,26,1,1,0,0,3,3,3,0,3,0,0,0,3,122,14,86,18,62,22,48,61,17,44,7,7,7,1,2,0.26,12,12,12,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/CopyUtilsTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,11,0,0,0,0,0,0.0,0.0,0.013000000000000001,0.0,1,1,1,1,10,1,7,0,1,0,1,14,14,14,1,14,0,0,0,14,223,46,130,72,81,53,90,105,65,40,1,1,1,1,0,0.41,14,14,14,14,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/output/ProxyOutputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,2,0,0,0,0,0,0.0,0.0,0.002,0.0,1,1,1,1,6,0,6,0,2,0,0,4,4,4,2,4,0,0,1,3,57,8,30,12,13,19,15,21,12,9,2,2,2,1,1,0.63,5,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/output/ByteArrayOutputStreamTestCase.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,3,0,0,0,0,0,0.0,0.0,0.005,0.0,2,2,2,1,18,2,13,2,1,1,1,9,9,8,0,9,0,5,0,4,215,35,138,46,92,42,97,118,44,74,3,3,3,3,2,0.3,18,18,18,11,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/output/DeferredFileOutputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,10,0,0,0,0,0,0.0,0.0,0.022000000000000002,0.0,2,2,2,1,26,2,19,5,1,0,0,12,12,12,2,12,0,1,0,11,376,49,240,65,160,88,137,164,56,108,4,4,4,1,2,0.37,27,27,27,12,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/IOUtilsWriteTestCase.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,53,0,0,0,0,0,0.0,0.0,0.024,0.0,1,1,1,1,10,1,9,0,1,0,1,56,56,56,1,56,0,0,0,56,728,162,523,237,384,57,359,431,217,214,2,2,2,1,1,0.11,71,71,71,56,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/DemuxTestCase.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,2,0,0,0,0,0,0.0,0.0,0.209,0.0,1,1,1,1,11,0,10,0,3,0,9,13,13,13,8,13,2,6,0,5,237,30,186,86,83,21,93,116,64,52,3,3,3,1,2,0.11,19,19,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
org/apache/commons/io/output/TeeOutputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,3,0,0,0,0,0,0.0,0.0,0.004,0.0,1,1,1,1,10,0,8,1,3,0,0,7,7,7,1,7,0,1,0,6,119,18,74,28,40,27,46,62,30,32,4,4,4,1,1,0.36,13,13,13,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/IOUtilsCopyTestCase.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,23,0,0,0,0,0,0.0,0.0,0.04,0.0,1,1,1,1,11,1,9,0,1,0,1,27,27,27,1,27,0,1,0,26,408,69,280,130,193,71,186,226,116,110,2,2,2,1,1,0.25,39,39,39,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/output/CloseShieldOutputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,1,0,0,0,0,0,0.0,0.0,0.002,0.0,1,1,1,1,9,0,8,1,2,0,0,3,3,3,3,3,0,0,1,2,64,9,32,11,16,23,18,23,11,12,2,2,2,1,1,0.72,4,4,4,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/HexDumpTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,1,0,0,0,0,0,0.0,0.0,0.005,0.0,6,6,7,1,54,5,44,4,1,0,0,4,4,4,0,4,0,2,0,2,256,33,185,25,144,38,140,168,38,130,23,23,23,1,3,0.21,27,27,28,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/output/LockableFileWriterTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,7,0,0,0,0,0,0.0,0.0,0.017,0.0,1,1,1,1,17,0,15,1,1,0,0,10,10,10,5,10,0,0,0,10,230,21,169,39,122,40,105,127,37,90,3,3,3,1,2,0.24,17,17,17,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/input/CountingInputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,10,0,0,0,0,0,0.0,0.0,0.034,0.0,1,1,1,1,15,2,11,1,1,0,0,11,11,11,0,11,0,0,0,11,212,41,139,66,106,33,109,123,66,57,3,3,3,1,1,0.24,13,13,13,11,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/FileUtilsTestCase.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,131,0,0,0,0,0,0.0,2.399,2.386,0.9308669527371723,1,1,1,1,15,1,12,1,5,0,4,146,146,146,4,146,3,2,4,137,2597,402,1897,626,1480,304,1231,1475,588,887,15,15,15,1,3,0.16,234,234,236,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/output/CountingOutputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,2,0,0,0,0,0,0.0,0.0,0.037000000000000005,0.0,2,2,2,1,19,2,14,1,1,0,0,4,4,4,0,4,0,1,0,3,116,22,68,20,44,26,52,64,25,39,5,5,5,1,1,0.38,11,11,11,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/input/BoundedInputStreamTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,2,0,0,0,0,0,0.0,0.0,0.005,0.0,2,2,2,1,16,2,11,3,1,0,0,4,4,4,0,4,0,1,0,3,100,17,50,15,32,33,40,49,19,30,4,4,4,1,1,0.66,8,8,8,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/filefilter/FileFilterTestCase.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,47,0,0,0,0,0,0.0,2.083,2.0909999999999997,0.9313498218854268,2,2,2,1,23,3,18,1,1,0,2,51,51,51,0,51,0,0,0,51,1316,238,979,244,806,120,707,809,231,578,7,7,7,1,2,0.12,103,103,104,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/input/XmlStreamReaderTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,15,0,0,0,0,0,0.0,0.0,0.22399999999999998,0.0,1,1,1,1,13,0,11,0,1,0,20,25,25,25,0,25,0,1,7,17,464,58,366,132,261,42,239,276,96,180,4,4,4,1,1,0.11,40,40,41,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
org/apache/commons/io/input/TailerTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,9,0,0,0,0,0,0.0,21.529,22.021,0.9297704617182414,1,1,1,1,16,1,14,1,2,0,0,21,21,21,6,21,0,2,2,17,434,60,326,114,242,55,242,283,115,168,4,4,4,1,3,0.17,32,32,34,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/IOUtilsTestCase.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,68,0,0,0,0,0,0.0,0.115,0.124,0.9297102053960165,1,1,1,1,13,0,11,1,5,0,2,78,78,78,3,78,0,3,0,75,1198,143,936,266,662,119,559,699,263,436,4,4,4,1,2,0.13,102,102,102,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/output/FileWriterWithEncodingTest.java,e263a7cf75537a505a69015bdf2312d4a1a0fc41,6,0,0,0,0,0,0.0,0.031,0.027999999999999997,0.9297004342079164,2,2,2,1,17,1,16,1,1,0,0,9,9,9,4,9,0,0,0,9,221,24,165,41,114,35,104,127,40,87,5,5,5,1,3,0.21,19,19,19,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/CopyUtilsTest.java,b0a68dbc52507dfff51eed7ff625cc37dbebde0e,11,0,0,0,0,0,0.0,0.013000000000000001,0.006999999999999999,0.19481686353683472,1,1,1,1,10,1,7,0,1,0,1,14,14,14,1,14,0,0,0,14,223,46,130,72,81,53,90,105,65,40,1,1,1,1,0,0.41,14,14,14,14,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsListFilesTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,3,0,0,0,0,0,0.0,0.03,0.038,2.3674575964609783,1,1,1,1,17,1,14,1,1,0,0,9,9,9,0,9,0,3,2,4,203,28,145,35,107,30,114,129,34,95,2,2,2,1,1,0.21,13,13,13,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsFileNewerTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,5,0,0,0,0,0,0.0,0.013999999999999999,0.015,2.3673601547876992,1,1,1,1,12,0,6,5,1,0,2,9,9,9,2,9,0,0,3,6,162,20,69,24,39,73,37,52,22,30,2,2,2,1,1,1.06,14,14,14,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/filefilter/FileFilterTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,47,0,0,0,0,0,0.0,2.0909999999999997,2.08,1.438521667321523,2,2,2,1,23,3,18,1,1,0,2,51,51,51,0,51,0,0,0,51,1316,238,979,244,806,120,707,809,231,578,7,7,7,1,2,0.12,103,103,104,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/input/TailerTest.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,9,0,0,0,0,0,0.0,22.021,21.642,1.4381327708562217,1,1,1,1,16,1,14,1,2,0,0,21,21,21,6,21,0,2,2,17,434,60,326,114,242,55,242,283,115,168,4,4,4,1,3,0.17,32,32,34,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/IOUtilsTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,68,0,0,0,0,0,0.0,0.124,0.11900000000000001,1.4382304946581523,1,1,1,1,13,0,11,1,5,0,2,78,78,78,3,78,0,3,0,75,1198,143,936,266,662,119,559,699,263,436,4,4,4,1,2,0.13,102,102,102,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/output/FileWriterWithEncodingTest.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,6,0,0,0,0,0,0.0,0.027999999999999997,0.027000000000000003,1.4383671323458354,2,2,2,1,17,1,16,1,1,0,0,9,9,9,4,9,0,0,0,9,221,24,165,41,114,35,104,127,40,87,5,5,5,1,3,0.21,19,19,19,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsCleanSymlinksTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,7,0,0,0,0,0,0.0,0.10099999999999999,0.109,2.367835986614227,1,1,1,1,17,4,12,1,1,0,0,11,11,11,1,11,0,1,2,8,243,63,146,46,107,35,106,125,44,81,2,2,2,1,1,0.24,18,18,18,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/LineIteratorTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,16,0,0,0,0,0,0.0,0.04,0.037000000000000005,2.367869249979655,1,1,1,1,14,1,10,2,3,0,0,27,27,27,0,27,0,6,3,18,471,56,314,120,194,101,162,218,103,115,6,6,6,1,3,0.32,49,49,49,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/filefilter/RegexFileFilterTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,1,0,0,0,0,0,0.0,0.009000000000000001,0.01,2.367884345849355,2,2,2,1,16,1,13,1,1,0,0,5,5,5,0,5,0,0,0,5,118,18,75,15,50,25,40,52,13,39,5,5,5,1,1,0.33,11,11,12,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileCleaningTrackerTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,9,0,0,0,0,0,0.0,4.087,4.069,2.367893064022064,1,1,2,1,16,2,13,1,1,0,0,16,16,16,2,16,0,3,3,10,322,54,230,43,170,43,160,190,42,148,5,5,6,1,3,0.19,29,29,32,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FilenameUtilsTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,30,0,0,0,0,0,0.0,0.069,0.057999999999999996,2.3678704500198364,1,1,1,1,26,2,23,2,1,0,2,33,33,33,4,33,0,0,2,31,957,106,802,48,718,120,720,758,46,712,4,4,4,1,1,0.15,37,37,37,33,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,131,0,0,0,0,0,0.0,2.386,2.391,1.444702927271525,1,1,1,1,15,1,12,1,5,0,4,146,146,146,4,146,3,2,4,137,2597,402,1897,626,1480,304,1231,1475,588,887,15,15,15,1,3,0.16,234,234,236,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsDirectoryContainsTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,10,0,0,0,0,0,0.0,0.04,0.033,2.3731607000033064,1,1,1,1,8,0,6,0,1,0,0,13,13,13,9,13,0,0,2,11,172,24,117,45,61,31,68,85,33,52,2,2,2,1,1,0.26,16,16,16,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileUtilsCleanDirectoryTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,5,0,0,0,0,0,0.0,0.085,0.085,2.3739786863327033,1,1,1,1,10,1,7,1,1,0,0,10,10,10,1,10,0,2,2,6,153,31,89,26,51,33,46,63,23,40,3,3,4,1,1,0.37,16,16,18,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/monitor/FileAlterationObserverTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,7,0,0,0,0,0,0.0,13.888,14.401,2.374943963686625,1,1,1,1,35,3,27,4,1,0,0,10,10,10,0,10,0,0,2,8,400,48,287,55,252,68,247,263,54,209,2,2,2,1,1,0.24,15,15,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileUtilsWaitForTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,1,0,0,0,0,0,0.0,5.492000000000001,5.483,2.372367787361145,1,1,1,1,3,0,3,0,1,0,0,4,4,4,0,4,0,0,2,2,55,8,20,10,5,27,8,13,8,5,1,1,1,1,0,1.35,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org/apache/commons/io/FileDeleteStrategyTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,5,0,0,0,0,0,0.0,0.0,0.012,0.0,1,1,1,1,11,0,9,1,1,0,0,8,8,8,0,8,0,0,2,6,135,15,85,24,59,38,59,70,22,48,2,2,2,1,1,0.45,10,10,10,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/monitor/FileAlterationMonitorTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,4,0,0,0,0,0,0.0,0.0,0.742,0.0,1,1,1,1,20,2,13,5,1,0,0,7,7,7,0,7,0,1,1,5,182,24,105,25,77,57,74,88,25,63,4,4,4,3,2,0.54,13,13,13,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
org/apache/commons/io/output/LockableFileWriterTest.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,7,0,0,0,0,0,0.0,0.017,0.019,1.4483283797899882,1,1,1,1,17,0,15,1,1,0,0,10,10,10,5,10,0,0,0,10,230,21,169,39,122,40,105,127,37,90,3,3,3,1,2,0.24,17,17,17,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/FileSystemUtilsTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,28,0,0,0,0,0,0.0,0.0,0.07,0.0,1,1,2,1,11,0,11,0,5,0,0,42,42,42,3,42,1,0,4,37,541,40,460,136,333,41,182,267,117,150,6,6,9,1,3,0.09,83,83,86,42,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/comparator/CompositeFileComparatorTest.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,10,0,0,0,0,0,0.0,0.0,0.033,0.0,1,1,1,1,11,0,8,3,1,0,0,5,5,5,0,5,0,0,1,4,91,8,49,17,31,34,33,39,16,23,1,1,1,1,0,0.69,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/comparator/SizeFileComparatorTest.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,9,0,0,0,0,0,0.0,0.0,0.027000000000000003,0.0,1,1,1,1,11,0,8,3,1,0,0,4,4,4,4,4,0,0,1,3,80,7,42,15,25,31,31,36,14,22,1,1,1,1,0,0.74,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
org/apache/commons/io/input/BoundedInputStreamTest.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,2,0,0,0,0,0,0.0,0.005,0.006,1.4473826487859092,2,2,2,1,16,2,11,3,1,0,0,4,4,4,0,4,0,1,0,3,100,17,50,15,32,33,40,49,19,30,4,4,4,1,1,0.66,8,8,8,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
org/apache/commons/io/IOUtilsCopyTestCase.java,fe0db49d62f50afabf12da2b9077ed87c0f37ed1,23,0,0,0,0,0,0.0,0.04,0.038,1.4506722847620646,1,1,1,1,11,1,9,0,1,0,1,27,27,27,1,27,0,1,0,26,408,69,280,130,193,71,186,226,116,110,2,2,2,1,1,0.25,39,39,39,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
